cinema_name,street,suburb,postcode,cinema_type,latitude,longitude,state
Sullivan's Pictures,nan,Laverton,6440,Touring Circuit,-28.625828000000002,122.4047422,WA
Hall,Laver Street,Laverton,6440,Indoor Cinema,-28.6258277,122.4047419,WA
Roxy,Corner of Geneva Street and Roxy Lane,Kyogle,2474,Indoor Cinema,-28.620267,153.002883,NSW
Memorial,Summerland Way,Kyogle,2474,Indoor Cinema,-28.620067,153.003692,NSW
Pictures,nan,Nimbin,2480,Indoor Cinema,-28.595836,153.22295400000002,NSW
Dirranbandi Pics,nan,Dirranbandi,4486,Indoor Cinema,-28.585891999999998,148.227968,QLD
Roxy,nan,Dirranbandi,4486,Indoor Cinema,-28.5857525,148.2261116,QLD
Public Hall,nan,The Summit,4377,Indoor Cinema,-28.577488,151.952967,QLD
Yelarbon,nan,Yelarbon,4388,Indoor Cinema,-28.572332,150.75294399999999,QLD
The West Touring Talkies,nan,Nanson,6532,Touring Circuit,-28.5628539,114.7602831,WA
Empire,18 Burringbar Street,Mullumbimby,2482,Indoor Cinema,-28.552857,153.49995,NSW
Civic,nan,Goondiwindi,4390,Indoor Cinema,-28.547206,150.307452,QLD
Empire,nan,Goondiwindi,4390,Indoor Cinema,-28.546701000000002,150.305094,QLD
Victory,Fingal Street,Brunswick Heads,2483,Indoor Cinema,-28.54056,153.549492,NSW
Victory,Fingal Street,Brunswick Heads,2483,Indoor Cinema,-28.54053,153.549489,NSW
The West Touring Talkies,Maitland Street,Mullewa,6630,Touring Circuit,-28.5400624,115.53948600000001,WA
Mullewa,Stock Street,Mullewa,6630,Drive-In,-28.5362734,115.5136615,WA
The West Touring Talkies,nan,Nabawa,6532,Touring Circuit,-28.4987527,114.79242179999999,WA
Memorial Hall,nan,Urbenville,2475,Indoor Cinema,-28.472842,152.547951,NSW
Talkies,Old Pacific Highway,Burringbar,2483,Indoor Cinema,-28.432709000000003,153.47186000000002,NSW
Inglewood,nan,Inglewood,4387,Indoor Cinema,-28.416010999999997,151.079722,QLD
Public Hall,Lindsay Street,Woodenbong,2476,Indoor Cinema,-28.388710999999997,152.610944,NSW
Public Hall,nan,Tyalgum,2484,Indoor Cinema,-28.356747,153.2072,NSW
The West Touring Talkies,nan,Northampton,6535,Touring Circuit,-28.350224800000003,114.6314007,WA
Northampton,Wanerenooka Road,Northampton,6535,Drive-In,-28.349773300000003,114.6314871,WA
Royal,nan,Killarney,4373,Indoor Cinema,-28.333394000000002,152.297595,QLD
Capitol,nan,Killarney,4373,Indoor Cinema,-28.332833,152.295626,QLD
Regent,Alma Street,Murwillumbah,2484,Indoor Cinema,-28.327999,153.398821,NSW
S/Arts,Murwilumbah Street,Murwillumbah,2484,Indoor Cinema,-28.327252,153.39918,NSW
Theatre,Pacific Highway,Tumbulgum,2490,Indoor Cinema,-28.272338,153.462354,NSW
Civic,Marine Drive,Kingscliff,2487,Indoor Cinema,-28.256283000000003,153.576248,NSW
Pavillion,nan,Kingscliff,2487,Indoor Cinema,-28.255843,153.575749,NSW
Chinderah Hall,Pacific Highway,Chinderah,2487,Indoor Cinema,-28.24372,153.556711,NSW
A.W.U. Hall,Kane Street,Gwalia,6438,Indoor/Open Air Cinema,-28.2233578,121.4456179,WA
A.W.U. Hall,Kane Street,Gwalia,6438,Indoor Cinema,-28.2233576,121.44561770000001,WA
Town Hall,72 Palmerin Street,Warwick,4370,Indoor Cinema,-28.215162,152.033481,QLD
Kings,nan,Warwick,4370,Indoor Cinema,-28.214373,152.035145,QLD
Rathdowney Pictures,nan,Rathdowney,4287,Indoor Cinema,-28.211894,152.863272,QLD
Empire Thr,Corner of Empire Lane,Tweed Heads,2485,Indoor Cinema,-28.171885999999997,153.543169,NSW
Capitol,87 Griffith Street,Coolangatta,4225,Indoor Cinema,-28.168346000000003,153.539407,QLD
Theatre,27 Griffith Street,Coolangatta,4225,Indoor Cinema,-28.168087,153.53690600000002,QLD
Pacific,nan,Currumbin Beach,4223,Indoor Cinema,-28.1323959,153.4902544,QLD
Avalon,nan,Palm Beach,4221,Indoor Cinema,-28.120448,153.472694,QLD
Burleigh,nan,Burleigh,4822,Drive-In,-28.098746999999996,153.441956,QLD
De Luxe,Goodwin Terrace,Burleigh Heads,4220,Indoor Cinema,-28.089899,153.455321,QLD
Pictures,nan,Mudgeeraba,4213,Indoor Cinema,-28.080540999999997,153.36590800000002,QLD
Invincible,nan,Cunnamulla,4490,Indoor Cinema,-28.0678858,145.6836102,QLD
Hall and Gardens,Hepburn Street,Mount Magnet,6638,Indoor/Open Air Cinema,-28.0627279,117.84907790000001,WA
Gardens,Hepburn Street,Mount Magnet,6638,Open Air Cinema,-28.0627277,117.8490777,WA
Mermaid,2516 Gold Coast Highway,Mermaid Beach,4218,Indoor Cinema,-28.042327,153.43403700000002,QLD
Sun,nan,St George,4487,Indoor Cinema,-28.038509,148.581936,QLD
Central,nan,Allora,4362,Indoor Cinema,-28.0359907,151.9851267,QLD
Pacific,nan,Pacific Fair,4218,Touring Circuit,-28.035390000000003,153.425271,QLD
Bollon,nan,Bollon,4488,Indoor Cinema,-28.031598499999998,147.4778996,QLD
School of Arts,nan,Canungra,4275,Indoor Cinema,-28.0173054,153.1646321,QLD
Royal,nan,Leyburn,4365,Indoor Cinema,-28.011129999999998,151.583361,QLD
Paradise,3064 Surfers Paradise Boulevard,Surfers' Paradise,4217,Indoor Cinema,-28.005190000000002,153.428818,QLD
Teviot,nan,Boonah,4310,Indoor Cinema,-27.997344000000002,152.68223500000002,QLD
Pictures,nan,Thargomindah,4492,Indoor Cinema,-27.991747999999998,143.819663,QLD
Gardens,nan,Agnew,6435,Open Air Cinema,-27.9756315,119.9912242,WA
Mount Tambourine,nan,Tamborine,4270,Indoor Cinema,-27.972441999999997,153.197587,QLD
Mota-Vu,nan,Southport,4215,Drive-In,-27.969964,153.409731,QLD
Regent,"Nerang Street, south of Davenport Street",Southport,4215,Indoor Cinema,-27.968272,153.413092,QLD
Imperial,Mount Lindesay Highway,Beaudesert,4285,Indoor Cinema,-27.968269,152.99563,QLD
Sundale,nan,Southport,4215,Indoor Cinema,-27.967577000000002,153.414028,QLD
Savoy,nan,Southport,4215,Indoor Cinema,-27.967402000000003,153.414331,QLD
Pier Pavilion,Southport Pier,Southport,4215,Indoor Cinema,-27.966478000000002,153.416139,QLD
Strand,nan,Labrador,4215,Indoor Cinema,-27.947867,153.398273,QLD
Kalbar,nan,Kalbar,4309,Indoor Cinema,-27.942899,152.62315,QLD
Tivoli,nan,Clifton,4361,Indoor Cinema,-27.9331191,151.9084373,QLD
Zamia,nan,Tamborine North,4270,Indoor Cinema,-27.927805,153.184834,QLD
Zambia,nan,North Tamborine,4272,Indoor Cinema,-27.927768,153.18488100000002,QLD
School of Arts,nan,Roadvale,4310,Indoor Cinema,-27.91783,152.689723,QLD
Tambourine,nan,Tamborine,4270,Indoor Cinema,-27.881345,153.129672,QLD
Melba,nan,Millmerran,4357,Indoor Cinema,-27.873246,151.27111000000002,QLD
School of Arts,nan,Harrisville,4307,Indoor Cinema,-27.811176,152.666322,QLD
Star,nan,Pittsworth,4356,Indoor Cinema,-27.716203999999998,151.633244,QLD
Beenleigh,nan,Beenleigh,4207,Indoor Cinema,-27.7153577,153.2021319,QLD
School of Arts,nan,Beenleigh,4207,Indoor Cinema,-27.715357300000004,153.2021315,QLD
Saint James,nan,Pittsworth,4356,Indoor Cinema,-27.714717999999998,151.632608,QLD
Sullivan's Pictures,nan,Ora Banda,6431,Touring Circuit,-27.6728168,121.6283098,WA
Kingston,nan,Kingston,4114,Indoor Cinema,-27.660278,153.117593,QLD
Bay View,nan,Russell Island,4184,Indoor Cinema,-27.645807,153.382201,QLD
Majestic,nan,Rosewood,4340,Indoor Cinema,-27.638090000000002,152.591848,QLD
Rex,nan,Laidley,4341,Indoor Cinema,-27.637404999999998,152.392755,QLD
One-Mile,nan,One-Mile,4305,Indoor Cinema,-27.629396999999997,152.737896,QLD
Ritz,23 Roderick Street,Ipswich,4305,Indoor Cinema,-27.617749,152.76165600000002,QLD
Wintergarden,East Street,Ipswich,4305,Open Air Cinema,-27.615491,152.76060800000002,QLD
Vogue,Ellenborough Street,Ipswich,4305,Indoor Cinema,-27.613769,152.757964,QLD
Odeon,Ipswich Road,Ipswich,4305,Indoor Cinema,-27.6132995,152.75914790000002,QLD
Boomerang,Ipswich Road,Ipswich,4305,Indoor Cinema,-27.6132993,152.7591477,QLD
Capitol,nan,Goodna,4300,Indoor Cinema,-27.613296000000002,152.89576399999999,QLD
Alpha,nan,Booval,4304,Indoor Cinema,-27.612659000000004,152.798067,QLD
Raceview Starline,nan,Ipswich,4305,Drive-In,-27.610977000000002,152.75843899999998,QLD
W. E. Trattles,nan,Goodna,4300,Touring Circuit,-27.610671999999997,152.898455,QLD
Goodna,nan,Goodna,4300,Indoor Cinema,-27.610669,152.898452,QLD
National Hall,nan,Booval,4304,Indoor Cinema,-27.608053499999997,152.8088251,QLD
S/Arts,1 Collingwood Drive,Redbank,4301,Indoor Cinema,-27.605604,152.867855,QLD
Rialto,Downs Street,Ipswich North,4305,Indoor Cinema,-27.603697999999998,152.761553,QLD
Ritz,nan,Inala,4077,Indoor Cinema,-27.596674,152.972955,QLD
Tivoli Mobile,nan,Tivoli,4305,Touring Circuit,-27.592976,152.771016,QLD
School of Arts,nan,Forest Hill,4342,Indoor Cinema,-27.590635,152.35650900000002,QLD
Hall,nan,Victoria Point,4165,Indoor Cinema,-27.586035,153.307209,QLD
The Downs,Drayton Road,Toowoomba,4350,Drive-In,-27.581068,151.934597,QLD
Sunnybank,Corner of Mains Road and McCullough Street,Sunnybank,4109,Indoor Cinema,-27.571886,153.064186,QLD
Starlight,nan,Cooper's Plains,4108,Drive-In,-27.569896000000004,153.048601,QLD
Darra Hall,nan,Darra,4076,Indoor Cinema,-27.566174,152.952301,QLD
Grove,nan,Cooper's Plains,4108,Indoor Cinema,-27.564590000000003,153.039276,QLD
Princess,nan,Toowoomba,4350,Indoor Cinema,-27.564498999999998,151.94925700000002,QLD
Marburg Pictures,nan,Marburg,4346,Indoor Cinema,-27.564252000000003,152.596541,QLD
Empire,56 Neil Street,Toowoomba,4350,Indoor Cinema,-27.563045000000002,151.95533899999998,QLD
Glen,nan,Darra,4076,Indoor Cinema,-27.56255,152.950634,QLD
Strand,163 Margaret Street,Toowoomba,4350,Indoor Cinema,-27.561224,151.955595,QLD
Queen's,nan,Toowoomba (Newtown),4350,Indoor Cinema,-27.56063,151.937903,QLD
Queen's,Margaret Street,Toowoomba,4350,Indoor Cinema,-27.560244,151.96076200000002,QLD
Cinema,nan,Gatton,4343,Indoor Cinema,-27.558771000000004,152.27573999999998,QLD
Coronet,nan,Toowoomba,4350,Indoor Cinema,-27.557197,151.952345,QLD
Western,nan,Oxley,4075,Drive-In,-27.555382,152.962025,QLD
Progress,nan,Oxley,4075,Indoor Cinema,-27.553362,152.974154,QLD
Salisbury,nan,Salisbury,4107,Indoor Cinema,-27.551095,153.036698,QLD
D. P. C. Mobile Cinema,nan,Helidon,4344,Touring Circuit,-27.550925,152.127097,QLD
Local Halls,nan,Helidon,4344,Touring Circuit,-27.55057,152.125993,QLD
Heildon,nan,Helidon,4344,Indoor Cinema,-27.549915999999996,152.12473799999998,QLD
Theatre,nan,Mount Gravatt,4122,Indoor Cinema,-27.538998,153.07996200000002,QLD
Memorial Hall,nan,Mount Gravatt,4122,Indoor Cinema,-27.53722,153.07830800000002,QLD
Jonson Bros. Pictures,nan,Cecil Plains,4407,Touring Circuit,-27.532884000000003,151.195896,QLD
Sherwood,nan,Sherwood,4075,Indoor Cinema,-27.531903999999997,152.98306599999998,QLD
Graceville,nan,Graceville,4075,Indoor Cinema,-27.524663,152.980972,QLD
Capalaba,nan,Capalaba,4157,Drive-In,-27.522349,153.191323,QLD
Regal,381 Honor Ave,Graceville,4075,Indoor Cinema,-27.522087,152.976178,QLD
Ideal,nan,Yeronga,4104,Indoor Cinema,-27.516494,153.01605,QLD
Annerley,nan,Annerley,4103,Indoor Cinema,-27.5114511,153.0317106,QLD
Hollywood,nan,Greenslopes,4120,Indoor Cinema,-27.508096999999996,153.05125,QLD
Kenmore,nan,Kenmore,4069,Indoor Cinema,-27.507375,152.94001200000002,QLD
Boomerang,334 Ipswich Road,Annerley,4103,Indoor Cinema,-27.503904,153.03438,QLD
Eldorado,141 Coonan Street,Indooroopilly,4068,Indoor Cinema,-27.50305,152.974955,QLD
Esquire,nan,St Lucia,4067,Indoor Cinema,-27.502045000000003,153.006546,QLD
Broadway,nan,Woolloongabba,4102,Indoor Cinema,-27.500558,153.035321,QLD
Lyric,Moggill Rd,Indooroopilly,4068,Indoor Cinema,-27.499757000000002,152.967398,QLD
Bay View,nan,Dunwich,4183,Indoor Cinema,-27.498673999999998,153.403284,QLD
Roxy,nan,Coorparoo,4151,Indoor Cinema,-27.4950327,153.05762140000002,QLD
Avalon,Sir Fred Schonell Drive,St Lucia,4067,Indoor Cinema,-27.494296999999996,153.0031128,QLD
Planet,nan,Camp Hill,4152,Indoor Cinema,-27.493487,153.076771,QLD
Victory,nan,Taringa,4068,Indoor Cinema,-27.492904,152.97947,QLD
Regal,nan,Gumdale,4154,Indoor Cinema,-27.490913,153.15323999999998,QLD
Grand,nan,Gumdale,4154,Indoor Cinema,-27.490903000000003,153.15313999999998,QLD
A. H. & I. Hall,nan,Wellington Point,4160,Indoor Cinema,-27.486475,153.238442,QLD
Princess,8 Annerley Road,Woolloongabba,4102,Indoor Cinema,-27.48643,153.029347,QLD
Jubilee,nan,Toowong,4066,Indoor Cinema,-27.48532,152.990576,QLD
Elite,nan,Toowong,4066,Indoor Cinema,-27.483953999999997,152.990776,QLD
Norman Park,nan,Norman Park,4170,Indoor Cinema,-27.483302000000002,153.06438,QLD
Rialto,Corner Hardgrave Road and Skinner Street,West End,4101,Indoor Cinema,-27.481816,153.006945,QLD
Triumph,nan,East Brisbane,4169,Indoor Cinema,-27.479674600000003,153.0459021,QLD
Mowbray Park,nan,Mowbray Park,4169,Indoor Cinema,-27.479331,153.04448,QLD
Lyric,Grey Street,South Brisbane,4101,Indoor Cinema,-27.474751,153.018958,QLD
Cremorne,Corner of Grey Street and Melbourne Street,South Brisbane,4101,Indoor Cinema,-27.474062,153.018838,QLD
Galaxy,nan,Cannon Hill,4170,Drive-In,-27.47135,153.099901,QLD
New Majestic,Queen Street,Brisbane,4000,Indoor Cinema,-27.471114,153.023434,QLD
Metro,160-183 Albert Street,Brisbane,4000,Indoor Cinema,-27.470474,153.026083,QLD
Carlton Newsreel,103 Queen Street,Brisbane,4000,Indoor Cinema,-27.470443,153.024263,QLD
Saint James,"Albert Street, between Queen and Elizabeth Streets",Brisbane,4000,Indoor Cinema,-27.470419,153.02586000000002,QLD
Regent,167 Queen Street,Brisbane,4000,Indoor Cinema,-27.469890000000003,153.02652700000002,QLD
Lyceum,346 George Street,Brisbane,4000,Indoor Cinema,-27.469147999999997,153.021736,QLD
His Majesty's,193 Queen Street,Brisbane,4000,Indoor Cinema,-27.468625,153.02656299999998,QLD
Tivoli (Roof Garden),"King George Square, Roof Garden",Brisbane,4000,Open Air Cinema,-27.468418,153.02414,QLD
Tivoli,King George Square,Brisbane,4000,Indoor Cinema,-27.468415999999998,153.02411999999998,QLD
Wintergarden,Queen Street,Brisbane,4000,Open Air Cinema,-27.467579999999998,153.02789199999998,QLD
Lota,nan,Lota,4179,Indoor Cinema,-27.467346000000003,153.19231200000002,QLD
Astra,nan,Morningside,4170,Indoor Cinema,-27.46728,153.07314,QLD
Vogue Theatrette,324 Queen Street,Brisbane,4000,Indoor Cinema,-27.466678,153.02891699999998,QLD
Jubilee,nan,Lowood,4311,Indoor Cinema,-27.466527000000003,152.578748,QLD
Cinema II,701 Brunswick Street,New Farm,4005,Indoor Cinema,-27.464786,153.042651,QLD
Cinema I,701 Brunswick Street,New Farm,4005,Indoor Cinema,-27.464785,153.04265,QLD
Astor,701 Brunswick Street,New Farm,4005,Indoor Cinema,-27.464783,153.04264799999999,QLD
Hall,nan,Murarrie,4172,Indoor Cinema,-27.464488,153.104817,QLD
Hawthorne,261 Hawthorne Street,Hawthorne,4171,Indoor Cinema,-27.462355,153.060399,QLD
Plaza,nan,Paddington,4064,Indoor Cinema,-27.461725,153.006101,QLD
Paddington,nan,Paddington,4064,Indoor Cinema,-27.460459999999998,153.002484,QLD
Embassy,nan,Fortitude Valley,4006,Indoor Cinema,-27.457486100000004,153.03368600000002,QLD
Town,39 James Street,Fortitude Valley,4006,Indoor Cinema,-27.457245,153.03966599999998,QLD
Civic,Corner of James and Robertson Streets,Fortitude Valley,4006,Indoor Cinema,-27.457082,153.04026000000002,QLD
Rex,220 Brunswick Street,Fortitude Valley,4006,Indoor Cinema,-27.456563,153.032703,QLD
State,nan,Red Hill,4059,Indoor Cinema,-27.454914000000002,153.00713000000002,QLD
Strand,nan,Manly,4179,Indoor Cinema,-27.454240999999996,153.185914,QLD
Avro,nan,Bulimba,4171,Indoor Cinema,-27.4515081,153.06059009999998,QLD
Balmoral,162 Oxford Street,Balmoral,4171,Indoor Cinema,-27.451347,153.059456,QLD
Prospect,nan,Kelvin Grove,4059,Indoor Cinema,-27.451044,153.011093,QLD
Picture Show,nan,Hemmant,4174,Indoor Cinema,-27.448384000000004,153.12708899999998,QLD
Elite,nan,Ashgrove,4060,Indoor Cinema,-27.4455558,152.99205,QLD
Ambassadors Hall,nan,Saint John's Wood,4060,Indoor Cinema,-27.444271,152.97296200000002,QLD
Imperial,Esplanade,Wynnum South,4178,Indoor Cinema,-27.444264,153.179105,QLD
Star,nan,Wynnum,4178,Indoor Cinema,-27.443723,153.173702,QLD
Crystal Palace,nan,Windsor,4030,Indoor Cinema,-27.436836,153.03108999999998,QLD
Olympia,nan,Oakey,4401,Indoor Cinema,-27.433954999999997,151.720935,QLD
Capitol,nan,Albion,4010,Indoor Cinema,-27.4307455,153.0427215,QLD
Ascot,nan,Ascot,4007,Indoor Cinema,-27.430194800000002,153.0582743,QLD
Arcadia,nan,Ascot,4007,Indoor Cinema,-27.42758,153.058506,QLD
Liberty,nan,Grange,4051,Indoor Cinema,-27.425876000000002,153.01406200000002,QLD
Hall & Gardens,Dowley Street,Cue,6640,Indoor/Open Air Cinema,-27.424146500000003,117.89382920000001,WA
Alderley,nan,Alderley,4051,Indoor Cinema,-27.4239203,152.9999563,QLD
Imperial,nan,Lutwyche,4030,Indoor Cinema,-27.422544,153.033982,QLD
S/Arts,nan,Pinkenba,4008,Indoor Cinema,-27.422339,153.120528,QLD
Savoy,nan,Clayfield,4011,Indoor Cinema,-27.418703100000002,153.0553331,QLD
Civic,nan,Gaythorne,4051,Indoor Cinema,-27.41763,152.982664,QLD
Keperra,Samford Road,Keperra,4054,Drive-In,-27.414619000000002,152.948779,QLD
Santa Fe,nan,Stafford,4053,Indoor Cinema,-27.409796999999998,153.011031,QLD
Cinema,nan,Mitchelton,4053,Indoor Cinema,-27.408465000000003,152.97801299999998,QLD
Keperra,nan,Grovely,4054,Indoor Cinema,-27.404846000000003,152.96244099999998,QLD
Imperial,nan,Nundah,4012,Indoor Cinema,-27.403345,153.060328,QLD
Ritz,nan,Northgate,4013,Indoor Cinema,-27.392567,153.072047,QLD
Bayview,nan,Cribb Island (now Brisbane Airport),4007,Indoor Cinema,-27.389996000000004,153.142148,QLD
Digger's Hall,nan,Cribb Island (now Brisbane Airport),4007,Indoor Cinema,-27.385286999999998,153.14741899999999,QLD
Dawn,Gympie Road,Chermside,4032,Indoor Cinema,-27.3836488,153.03011669999998,QLD
Banyo,nan,Banyo,4014,Indoor Cinema,-27.375825,153.076469,QLD
Talkies,nan,Samford,4520,Indoor Cinema,-27.372301,152.88685800000002,QLD
Grande,nan,Geebung,4034,Indoor Cinema,-27.370032000000002,153.047637,QLD
Starlight,Albany Creek Road,Aspley,4034,Drive-In,-27.359271999999997,153.001891,QLD
Pictures,nan,Zillmere,4034,Indoor Cinema,-27.359221999999995,153.038571,QLD
Boondall,nan,Boondall,4034,Drive-In,-27.353140000000003,153.06006499999998,QLD
Palais & Gardens,nan,Big Bell,6640,Indoor/Open Air Cinema,-27.338582000000002,117.66086200000001,WA
Strand,nan,Sandgate,4017,Indoor Cinema,-27.320094,153.069531,QLD
Bon Accord,nan,Sandgate,4017,Indoor Cinema,-27.317693,153.067616,QLD
Beach,nan,Sandgate,4017,Indoor Cinema,-27.316246000000003,153.070852,QLD
Picture,295 Gympie Road,Strathpine,4500,Indoor Cinema,-27.306931,152.99248500000002,QLD
Victory,nan,Goombungee,4354,Indoor Cinema,-27.304965000000003,151.852283,QLD
Blue Moon,nan,Tara,4421,Indoor Cinema,-27.276934000000004,150.45979,QLD
Pictures,nan,Petrie,4502,Indoor Cinema,-27.269039000000003,152.976504,QLD
Renown,nan,Crows Nest,4355,Indoor Cinema,-27.262075899999996,152.05542119999998,QLD
Kallangar,nan,Kallangur,4503,Indoor Cinema,-27.251405,152.991072,QLD
Renown,nan,Margate,4019,Indoor Cinema,-27.24503,153.106861,QLD
Lyceum,nan,Esk,4312,Indoor Cinema,-27.2397535,152.42153080000003,QLD
Redcliffe,nan,Redcliffe,4020,Drive-In,-27.229740999999997,153.108256,QLD
Pier Pictures,nan,Redcliffe,4020,Indoor Cinema,-27.226429,153.114902,QLD
Beverley,nan,Rosalie Plains,4401,Indoor Cinema,-27.216214,151.69330300000001,QLD
Bay,nan,Scarborough,4020,Indoor Cinema,-27.199695000000002,153.114994,QLD
Hall,nan,Dayboro,4521,Indoor Cinema,-27.197561999999998,152.82284099999998,QLD
S/Arts,nan,Dayboro,4521,Indoor Cinema,-27.1975615,152.8228407,QLD
Hi-Way,nan,Dalby,4405,Drive-In,-27.190692,151.270222,QLD
Star,nan,Dalby,4405,Indoor Cinema,-27.183286300000002,151.2637479,QLD
Queen's,nan,Dalby,4405,Indoor Cinema,-27.182271000000004,151.26506799999999,QLD
Astor,nan,Surat,4417,Indoor Cinema,-27.15199,149.06823,QLD
Hall & Gardens,Shugrue Street,Reedy,6640,Indoor/Open Air Cinema,-27.123452899999997,118.27808359999999,WA
Somerset Dam,nan,Somerset Dam,4312,Indoor Cinema,-27.119088,152.551019,QLD
Alexandra,nan,Toogoolawah,4313,Indoor Cinema,-27.087684999999997,152.37740300000002,QLD
Jonson Bros. Pictures,nan,MacLagen,4352,Touring Circuit,-27.084307,151.634761,QLD
Kumbia,nan,MacLagen Plains,4352,Touring Circuit,-27.083681,151.63515900000002,QLD
Rex,nan,Caboolture,4510,Indoor Cinema,-27.0834686,152.95168909999998,QLD
Albert Hall,nan,Wamuran,4512,Indoor Cinema,-27.039925,152.86224099999998,QLD
Bribie,nan,Bribie Island,4507,Indoor Cinema,-26.986100300000004,153.1325243,QLD
Memorial Hall,nan,Cooyar,4402,Indoor Cinema,-26.983078000000003,151.83128200000002,QLD
Woodford,nan,Woodford,4514,Indoor Cinema,-26.953914,152.777606,QLD
Victory,nan,Kilcoy,4515,Indoor Cinema,-26.942995,152.565245,QLD
Jonson Bros. Pictures,nan,Bell,4408,Touring Circuit,-26.932645899999997,151.4486555,QLD
Pictures,nan,Bell,4408,Indoor Cinema,-26.9326456,151.4486551,QLD
Warra Theatre,nan,Warra,4411,Indoor Cinema,-26.929964000000002,150.919877,QLD
School of Arts,nan,Glass House Mountains,4518,Indoor Cinema,-26.899003999999998,152.956725,QLD
T. Woolnough,nan,Glass House Mountains,4518,Touring Circuit,-26.898554999999998,152.957737,QLD
"H. E., L. F., E. G. & L. H. Braithwaite",nan,Glass House Mountains,4518,Touring Circuit,-26.898308,152.95887199999999,QLD
Memorial,nan,Moore,4306,Indoor Cinema,-26.894018,152.29110500000002,QLD
Soldiers,nan,Moore,4306,Indoor Cinema,-26.892788,152.29078,QLD
Empire,nan,Blackbutt,4306,Indoor Cinema,-26.8856376,152.1028545,QLD
T. Woolnough,nan,Beerwah,4519,Touring Circuit,-26.857046999999998,152.957166,QLD
"H. E., L. F., E. G. & L. H. Braithwaite",nan,Beerwah,4519,Touring Circuit,-26.857043,152.957162,QLD
School of Arts,nan,Beerwah,4519,Indoor Cinema,-26.857039,152.95715800000002,QLD
Empire,nan,Yarraman,4614,Indoor Cinema,-26.841122,151.981273,QLD
"H. E., L. F., E. G. & L. H. Braithwaite",nan,Landsborough,4550,Touring Circuit,-26.809245,152.965464,QLD
T. Woolnough,nan,Landsborough,4550,Touring Circuit,-26.807847,152.96363799999997,QLD
Strand,nan,Caloundra,4551,Indoor Cinema,-26.804257399999997,153.1244868,QLD
Loch,nan,Caloundra,4551,Indoor Cinema,-26.804257,153.12448700000002,QLD
Cremorne,nan,Jandowae,4410,Indoor Cinema,-26.780990999999997,151.109697,QLD
School of Arts,nan,Maleny,4552,Indoor Cinema,-26.758136999999998,152.852074,QLD
Memorial Hall,nan,Kumbia,4610,Indoor Cinema,-26.691012,151.65399299999999,QLD
Embassy,nan,Palmwoods,4555,Indoor Cinema,-26.686651,152.95843200000002,QLD
Metro,nan,Buderim Mountain,4556,Indoor Cinema,-26.684759200000002,153.0537382,QLD
Pacific,nan,Mooloolaba,4557,Indoor Cinema,-26.677870000000002,153.117347,QLD
Rex,32 Fitzroy Street,Nanango,4615,Indoor Cinema,-26.671659000000002,152.000004,QLD
Tara's Hall,nan,Nanango,4615,Indoor Cinema,-26.670971999999995,152.000768,QLD
Public Hall,nan,Jimna,4515,Indoor Cinema,-26.661298,152.46518500000002,QLD
Metro,nan,Woombye,4559,Indoor Cinema,-26.660446000000004,152.96464699999999,QLD
Rex,nan,Miles,4415,Indoor Cinema,-26.659079,150.18442199999998,QLD
Rex Theatre,nan,Miles,4415,Touring Circuit,-26.657873,150.184377,QLD
Beach,nan,Maroochydore,4558,Indoor Cinema,-26.651840000000004,153.089439,QLD
Sunshine Coast,nan,Maroochydore,4558,Drive-In,-26.651733,153.084803,QLD
Star,nan,Maroochydore,4558,Indoor Cinema,-26.649181,153.08861299999998,QLD
Olympic,nan,Dulacca,4425,Indoor Cinema,-26.643559999999997,149.760921,QLD
Savoy,nan,Nambour,4560,Indoor Cinema,-26.630505,152.959992,QLD
Digger's Hall,nan,Nambour,4560,Indoor Cinema,-26.629353000000002,152.95936,QLD
Vogue,nan,Nambour,4560,Indoor Cinema,-26.628171000000002,152.95946899999998,QLD
Hall,nan,Mapleton,4560,Indoor Cinema,-26.623637,152.866431,QLD
Sunshine Coast,nan,Nambour,4560,Drive-In,-26.616522999999997,152.968735,QLD
Empire,nan,Quilpie,4480,Indoor Cinema,-26.613558,144.268766,QLD
Royal,nan,Yuleba,4427,Indoor Cinema,-26.613211,149.382623,QLD
Roxy,nan,Kenilworth,4574,Indoor Cinema,-26.595237,152.727377,QLD
Ambassadors and Gardens,Wotton Street,Wiluna,6646,Indoor/Open Air Cinema,-26.5923054,120.22455910000001,WA
Royal and Gardens,Main Street,Meekatharra,6642,Indoor/Open Air Cinema,-26.591412599999998,118.4962626,WA
Queens,nan,Wallumbilla,4428,Indoor Cinema,-26.585444,149.186015,QLD
Capitol,nan,Roma,4455,Indoor Cinema,-26.571765999999997,148.790403,QLD
Yandina,nan,Yandina,4561,Indoor Cinema,-26.561389000000002,152.956247,QLD
Kingaroy,nan,Kingaroy,4610,Drive-In,-26.54444,151.835492,QLD
Queen's,nan,Kingaroy,4610,Indoor Cinema,-26.54275,151.838976,QLD
Olympia,nan,Kingaroy,4610,Indoor Cinema,-26.54087,151.83932,QLD
Kingaroy Pictures,nan,Kingaroy,4610,Indoor Cinema,-26.539361,151.83951299999998,QLD
Pictures,nan,Coolum Beach,4573,Indoor Cinema,-26.528446999999996,153.090685,QLD
Maranoa,nan,Mitchell,4465,Indoor Cinema,-26.485843,147.97929,QLD
