index,Cinema name,Cinema address,long,lat,Cinema Status
213,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
214,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
215,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
216,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
217,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
218,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
219,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
220,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
221,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
222,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
223,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
224,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
225,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
226,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
227,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
228,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
229,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
230,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
231,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
232,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
233,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
234,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
235,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
236,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
237,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
238,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
239,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
240,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
241,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
242,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
243,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
244,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
245,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
246,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
247,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
248,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
249,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
250,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
251,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
252,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
253,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
254,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
255,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
256,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
257,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
258,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
259,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
260,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
261,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
262,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
263,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
264,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
265,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
266,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
267,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
268,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
269,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
270,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
271,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
272,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
273,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
274,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
275,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
276,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
277,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
278,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
279,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
280,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
281,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
282,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
283,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
284,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
285,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
286,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
287,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
288,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
289,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
290,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
291,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
292,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
293,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
294,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
295,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
296,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
297,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
298,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
299,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
300,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
301,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
302,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
303,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
304,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
305,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
306,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
307,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
308,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
309,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
310,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
311,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
312,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
313,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
314,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
315,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
316,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
317,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
318,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
319,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
320,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
321,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
322,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
323,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
324,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
325,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
326,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
327,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
328,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
329,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
330,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
331,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
332,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
333,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
334,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
335,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
336,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
337,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
338,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
339,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
340,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
341,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
342,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
343,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
344,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
345,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
346,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
347,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
348,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
349,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
350,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
351,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
352,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
353,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
354,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
355,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
356,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
357,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
358,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
359,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
360,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
361,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
362,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
363,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
364,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
365,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
366,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
367,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
368,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
369,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
370,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
371,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
372,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
373,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
374,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
375,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
376,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
377,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
378,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
379,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
380,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
381,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
382,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
383,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
384,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
385,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
386,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
387,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
388,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
389,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
390,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
391,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
392,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
393,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
394,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
395,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
396,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
397,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
398,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
399,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
400,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
401,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
402,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
403,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
404,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
405,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
406,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
407,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
408,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
409,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
410,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
411,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
412,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
413,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
414,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
415,Adelphi Theatre,"367 Nicholson Street<br>Melbourne, VIC 3054<br>Australia<br>",144.9759243,-37.7913005,closed
416,Agricultural Hall,"21 Victoria Road<br>Mingenew, WA 6522<br>Australia<br>",115.4417026,-29.1924326,closed
417,Albany Entertainment Centre,"2 Toll Place<br>Albany, WA 6330<br>Australia<br>",117.8859423,-35.0292594,open
418,Alexander Theatre,"Wellington Road<br>Melbourne, VIC 3800<br>Australia<br>",145.1340467,-37.9153572,closed
419,Alexandra Hall,"Collings Street<br>Ararat, VIC 3377<br>Australia<br>",142.9295452,-37.2821595,closed
420,1812 Theatre,"1-3 Rose Street<br>Melbourne, VIC 3156<br>Australia<br>+61-03-9758-3964<br>",145.3107163,-37.8941003,open
421,ASO Grainger Studio,"91 Hindley Street<br>Adelaide, SA 5000<br>Australia<br>+61-08-8233-6233<br>",138.595823,-34.92337,closed
422,Academy Twin Cinemas,"3A Oxford Street<br>Sydney, NSW 2021<br>Australia<br>",151.21949,-33.881906,closed
423,Ace Cinemas Rockingham,"1 Syren Street<br>Rockingham, WA 6168<br>Australia<br>+61-8-9550-9000<br>",115.7483092,-32.288672,open
424,Ace Midland Gate Cinema,"Great Eastern Highway<br>Midland, WA 6056<br>Australia<br>+61(0)8-9250-2620<br>",116.0119137,-31.8916168,open
425,Aceway Drive-in,"Beechboro Road N. and Benara Road<br>Morley, WA 6062<br>Australia<br>",115.9249162,-31.8755893,closed
426,Addison Theatre,"93 Addison Road<br>Sydney, NSW 2204<br>Australia<br>",151.1646173,-33.9026903,closed
